Doc Fiscal;Quilometragem;Litros;Combustivel;Manutenção;Custos Motorista
776614;1254;391,8;2029,5;;146,26
776615;1902;422,6;3128,28;;132,5
776616;1986;522,6;3878,9;;182,32
776617;1528;363,8;4547,61;;201,77
776618;1514;329,1;1994,53;;154,71
776619;1568;627,2;4260,86;435,52;175,52
776620;1346;498,5;1956,39;;135,46
776621;1514;658,2;2200,58;;108,22
776622;1508;386,6;4032,26;;116,02
776623;960;342,8;1428,57;;123,84
776624;1766;392,4;3194,38;;140,5
776625;960;300;1875;;186,7
776626;1858;412,8;5048,91;;159,49
776627;1054;245,1;2635;;107,54
776628;1184;348,2;1888,16;;128,53
776629;1538;668,6;4438,22;;169,67
776630;1316;313,3;1827,77;;139,21
776631;1894;757,6;2752,9;;128,12
776632;1894;701,4;2752,9;1316,46;151,77
776633;948;206;2116,07;1316,46;189,56
776634;690;153,3;1326,09;;190,42
776635;938;275,8;1802,71;;179,81
776636;1312;345,2;2157,89;;179,56
776637;1636;511,2;2959,23;;160,55
776638;1086;402,2;1786,18;;103,24
776639;1184;263,1;1644,44;;168,35
776640;1768;411,1;2588,85;;170,82
776641;1164;506;2074,65;;170,21
776642;1562;400,5;3905;;169,55
776643;948;206;1377,9;;131,33
776644;948;451,4;1316,66;;143,52
776645;1508;603,2;2016,13;;124,84
776646;1182;311;1912,97;;135,84
776647;1170;254,3;1625;;109,93
776648;1426;339,5;4115,02;500,14;190,8
776649;1184;514,7;2960;500,14;117,05
776650;1398;310,6;1910,6;;155,86
776651;1918;599,3;3632,57;;132,49
776652;1774;521,7;2463,88;;132,33
776653;1410;361,5;2670,45;;128,59
776654;1902;704,4;5660,71;;127,86
776655;948;338,5;1359,63;;119,49
776656;1684;801,9;2134,37;;198,38
776657;1818;422,7;3341,91;;164,91
776658;1730;540,6;2279,08;;193,01
776659;1524;662,6;2116,66;;130,18
776660;1170;260;1875;;162,78
776661;1346;395,8;1896,92;;119,82
776662;1184;563,8;1916,21;;187,3
776663;1004;218,2;1929,56;;127,55
776664;1426;316,8;3300,92;;199,69
776665;970;255,2;2165,17;;132,91
776666;1410;335,7;2319,07;;149,37
776667;800;285,7;1111,11;1299,63;170,99
776668;938;375,2;2706,8;1299,63;203,4
776669;1192;441,4;2660,71;;144,27
776670;1380;306,6;2005,81;;172,45
776671;1392;515,5;2252,84;;120,89
776672;2002;625,6;3680,14;;191,96
776673;1184;348,2;2696,88;;127,07
776674;1902;905,7;2584,23;;123,86
776675;1894;485,6;3035,25;;115,38
776676;1004;218,2;1644,38;;186,66
776677;1684;443,1;2465,85;;182,56
776678;1368;594,7;2514,7;;193,6
776679;1902;422,6;2720,3;;179,66
776680;1404;305,2;3250;;184,85
776681;960;290,9;1333,33;;114,21
776682;1454;338,1;2113,37;;156,42
776683;1184;348,2;1897,43;;150,69
776684;1730;540,6;3378,9;;135,07
776685;1184;281,9;2740,74;1643,48;178,84
776686;1576;562,8;2345,23;;101,3
776687;1346;538,4;1956,39;;198,87
776688;948;210,6;1519,23;;120,13
776689;1818;422,7;5324,14;;115,95
776690;1346;395,8;1956,39;;168,17
776691;1246;276,8;2884,25;;126,21
776692;1730;640,7;4325;;198,6
776693;1538;466;2101,93;;106,7
776694;1924;418,2;3429,24;;179,86
776695;1902;500,5;2764,53;;108,78
776696;948;451,4;1377,9;;157,4
776697;1410;440,6;3525;;96,52
776698;1346;585,2;2628,9;;198,66
776699;1736;620;2358,69;;126,63
776700;1346;292,6;1812,61;;92,75
776701;1314;292;3041,66;;140,28
776702;1528;402,1;2220,93;;136,2
776703;1184;370;3217,39;720,2;158,5
776704;1338;393,5;2613,28;;122,76
776705;1370;489,2;2478,08;;157,61
776706;1902;905,7;3115,16;;106,69
776707;1318;527,2;2496,21;;118,18
776708;1392;515,5;3170,66;;144,41
776709;1576;350,2;2188,88;;164,91
776710;1346;585,2;1956,39;;156,05
776711;1766;535,1;3147,63;;106,48
776712;1170;278,5;2569,82;;123,56
776713;1182;274,8;1944,07;;140,96
776714;948;278,8;1519,23;;123,75
776715;204;44,3;455,35;;119,98
776716;1338;418,1;1858,33;792,85;162,45
776717;1410;564;2049,41;;168,97
776718;1246;366,4;2781,25;;112,8
776719;948;210,6;1367,82;792,85;107,7
776720;1708;533,7;2164,79;;197,18
776721;1368;547,2;1620,78;;107,22
776722;1562;339,5;2503,2;;102,33
776723;1346;480,7;2002,97;;107,09
776724;1184;563,8;1939,2;;195,66
776725;1918;416,9;2913,53;;178,3
776726;1936;450,2;2630,43;;129,31
776727;1488;330,6;2691,52;;193,73
776728;1170;344,1;2150,73;;182,67
776729;1426;316,8;2345,39;;102,61
776730;948;412,1;1316,66;;162,01
776731;1410;440,6;3263,88;;195,06
776732;1674;440,5;3074,07;;133,86
776733;1576;630,4;2984,84;;101,63
776734;1852;561,2;4067,78;;168,98
776735;1894;901,9;2573,36;;123,38
776736;948;225,7;1316,66;578,8;117,76
776737;;0;1;;194,75
776738;1684;374,2;2769,73;;115,32
776739;1974;580,5;4856,04;;135,75
776740;1944;777,6;2700;;176,21
776741;1684;510,3;2353,28;;118,55
776742;1184;370;1654,56;;193,33
776743;1918;416,9;3154,6;;186,76
776744;1528;664,3;2122,22;;149,09
776745;1806;475,2;2894,23;;188,8
776746;1346;299,1;1705,97;;114,62
776747;1528;355,3;3356,14;;111,71
776748;948;451,4;1689,67;;195,61
776749;1730;692;3378,9;;173,81
776750;1538;466;2452,7;;96,61
776751;1170;307,8;2215,9;;113,04
776752;948;220,4;1795,27;;136,42
776753;910;337;2031,25;;162,77
776754;1528;339,5;2076,08;;136,1
776755;1538;452,3;2465,32;;103,08
776756;1380;306,6;2176,15;;205,6
776757;960;228,5;1405,71;;165,06
776758;1276;277,3;3093,02;;178,38
776759;1538;549,2;2529,6;;108,18
776760;1346;585,2;2956,39;;115,6
776761;1184;563,8;2176,47;;193,53
776762;1708;502,3;3139,7;;178,63
776763;970;303,1;2635,86;;188,52
776764;1504;537,1;3481,48;;119,91
776765;948;351,1;1559,21;;150,62
776766;1570;413,1;4597,85;;158,67
776767;948;379,2;1288,04;304,43;101,44
776768;1850;402,1;4063,39;;110,35
776769;1918;581,2;4151,1;304,43;149,29
776770;1170;557,1;1924,34;304,43;95,47
776771;1346;407,8;1956,39;;106,54
776772;1276;303,8;2953,7;;92,39
776773;1346;313;2508,45;;119,13
776774;1276;283,5;1772,22;;129,53
776775;1402;609,5;3245,37;;111,56
776776;1346;538,4;2548,98;;119,73
776777;1368;304;2250;;164,97
776778;1766;464,7;3449,21;;172,58
776779;1346;420,6;2628,9;;99,97
776780;1096;322,3;1522,22;;139,38
776781;1538;334,3;2827,2;;148,83
776782;1766;654;4798,91;;123,31
776783;1402;424,8;3448,92;;149,63
776784;948;225,7;1230,14;1447,29;149
776785;1538;732,3;3433,03;1447,29;132,46
776786;1184;370;3523,8;;177,31
776787;1870;415,5;3652,34;;180,37
776788;948;338,5;2370;;172,04
776789;1184;348,2;2740,74;;147,61
776790;1634;363,1;3094,69;;176,97
776791;1098;477,3;2450,89;;173,65
776792;1946;512,1;3118,58;;136,38
776793;1184;473,6;2696,88;;122,75
776794;948;249,4;1367,82;;146,76
776795;1538;452,3;2235,46;;107,73
776796;1538;341,7;2741,25;;153,93
776797;1184;563,8;3523,8;;120,49
776798;1184;473,6;3165,91;;176,88
776799;1170;417,8;1818;;101,32
776800;1368;427,5;2250;;148,21
776801;1346;585,2;3021,02;1048,04;132,01
776802;1110;336,3;1750,38;;157,22
776803;1086;329;1599,64;;145,77
776804;1350;642,8;3375;;147,75
776805;948;206;1410,71;;110,49
776806;1674;440,5;2433,13;;157,67
776807;1774;521,7;2544,28;;171,21
776808;1184;281,9;1536,38;;195,75
776809;1538;341,7;2912,87;;178,56
776810;1894;591,8;3699,21;;112,58
776811;1170;272;2708,33;;97,87
776812;948;338,5;2576,08;;168,08
776813;738;164;1194,39;;136,66
776814;1918;833,9;3746,09;;156,48
776815;1410;440,6;1987,11;;117,93
776816;948;412,1;1288,04;;200,04
776817;948;287,2;1316,66;;157,35
776818;1834;407,5;3268,83;1115,97;123,51
776819;1192;441,4;1629,06;;98,35
776820;1416;416,4;1893,13;;178,13
776821;948;338,5;1795,27;;154,43
776822;1014;260;1463,05;;116,51
776823;908;216,1;1410,89;;144,02
776824;1410;371;2319,07;;194,01
776825;1562;347,1;2958,33;;146,53
776826;1538;732,3;3003,9;;125,74
776827;1368;547,2;3717,39;;171,91
776828;1184;263,1;3217,39;;163,27
776829;1410;440,6;1958,33;;165,81
776830;1370;318,6;2675,78;;127,01
776831;1428;420;2075,58;;113,33
776832;1410;335,7;2319,07;;117,47
776833;1316;346,3;3237,36;;137,7
776834;1170;260;3179,34;;165,67
776835;1894;901,9;2630,55;497,9;165,97
776836;1902;679,2;3048,07;;201,31
776837;1876;568,4;3664,06;;170,72
776838;1902;826,9;5011,35;497,9;93,7
776839;1464;585,6;2609,36;497,9;138,85
776840;948;206;1519,58;;166,89
776841;1302;333,8;2922,26;;129,85
776842;1338;297,3;1828,6;;162,3
776843;1402;424,8;3809,78;;168,68
776844;1488;465;4043,47;;203,35
776845;1054;234,2;1531,97;;112,9
776846;948;278,8;1377,9;;148,96
776847;1850;880,9;2688,95;;188,44
776848;1818;673,3;2642,44;;117,75
776849;960;384;1292,8;;154,2
776850;1346;354,2;1869,44;;109,92
776851;948;243;1248,88;;123,07
776852;1368;488,5;1802,19;;184,46
776853;1170;508,6;2285,15;;131,09
776854;960;228,5;1578,94;;122,89
776855;1004;239;2510;;184,84
776856;1848;473,8;3039,47;;197,77
776857;1014;298,2;2263,39;;113,43
776858;1092;287,3;1608,48;;163,62
776859;1538;732,3;2827,2;;149,41
776860;1184;263,1;1947,36;;143,71
776861;1866;565,4;5070,65;;142,81
776862;1004;313,7;2728,26;;169,1
776863;960;223,2;1333,33;;163,87
776864;1184;263,1;1987,87;;192,95
776865;1368;488,5;3316,03;;189,11
776866;1272;553;2005,84;;106,16
776867;1246;461,4;2290,44;;170,6
776868;1488;595,2;2021,73;;164,5
776869;1736;542,5;3390,62;;102,79
776870;1312;570,4;2373,17;;185,73
776871;1014;241,4;1365,52;1308,25;158,84
776872;1816;534,1;3490,12;;148,07
776873;948;210,6;2576,08;;96
776874;1818;865,7;3443,18;;153,82
776875;948;379,2;1851,56;;130,23
776876;1410;427,2;1958,33;;129,08
776877;948;351,1;1410,71;;193,79
776878;1054;229,1;2058,59;;191,27
776879;1684;601,4;3289,06;;122,41
776880;960;246,1;1818,18;;204,99
776881;1486;391;2211,3;;185,25
776882;1110;264,2;1494,8;;169,66
776883;1538;357,6;2389,81;;148,91
776884;1684;495,2;2698,71;;114,01
776885;948;338,5;1845,21;;187,38
776886;1774;394,2;2842,94;;158,86
776887;1346;407,8;1942,08;488,77;102,36
776888;1676;372,4;2756,57;;161,5
776889;1636;654,4;2122,9;;171,96
776890;924;440;1321,53;;114,86
776891;1604;422,1;3082,68;;98,51
776892;948;338,5;1559,21;;131,26
776893;938;407,8;1302,77;;106,79
776894;1170;365,6;1845;;184,43
776895;1380;328,5;2695,31;;173,57
776896;1416;429;2765,62;;132,52
776897;1582;351,5;2560,34;;160,26
776898;1866;888,5;2899,47;;187,18
776899;1898;499,4;3707,03;;103,54
776900;1054;310;1769,61;;110,6
776901;1902;422,6;2657,92;;121,08
776902;1730;376;2574,4;;177,9
776903;1556;622,4;2161,11;;123,42
776904;1204;308,7;1870,83;;194,62
776905;1404;520;1877,08;1276,02;120,15
776906;1894;420,8;4487,95;1276,02;180,45
776907;1966;504,1;4254,98;1276,02;137,57
776908;1184;257,3;1536,38;;95,49
776909;1538;480,6;2912,58;;146,63
776910;1184;348,2;2960;;178,24
776911;1410;671,4;2309,35;;184,72
776912;1850;486,8;4282,4;;124,21
776913;948;379,2;1316,66;;135,06
776914;1872;813,9;4333,33;;168,19
776915;1410;522,2;2319,07;;168,67
776916;1350;482,1;3375;;129,56
776917;1346;395,8;3004,46;;124,43
776918;1410;327,9;2259,61;;116,19
776919;1410;306,5;4129,28;;156,18
776920;1054;458,2;1568,45;;110,86
776921;2104;553,6;3984,84;;197,77
776922;1806;547,2;2625;;153,89
776923;1708;533,7;2283,52;;137,35
776924;1528;363,8;3758,88;;116,07
776925;1538;341,7;2235,46;;204,12
776926;1086;241,3;2121,09;;133,5
776927;960;342,8;1491,69;;96,21
776928;948;379,2;1795,45;;187,51
776929;1410;414,7;3051,64;;108,32
776930;1346;299,1;2178,39;;123,32
776931;1416;337,1;1923,91;;138,32
776932;948;296,2;1295,6;;175,69
776933;1346;640,9;1869,44;;110,81
776934;1538;569,6;2199,69;;183,76
776935;1528;545,7;2088,26;;115,19
776936;1192;476,8;2598,56;;158,21
776937;1368;594,7;2671,87;724,18;183,45
776938;1916;425,7;2661,11;;164,84
776939;948;243;1714,76;724,18;165,69
776940;1612;374,8;4030;;118,96
776941;1184;263,1;2740,74;724,18;119,75
776942;948;338,5;1559,21;;163,16
776943;948;206;1913,55;;195,96
776944;1514;360,4;2957,03;;102,98
776945;1514;473,1;2165,37;;110,35
776946;1966;854,7;4550,92;;105,13
776947;1004;295,2;2324,07;;188,65
776948;202;61,2;332,23;;182,79
776949;1312;485,9;2562,5;;195,96
776950;1192;313,6;2191,17;;181,74
776951;1902;760,8;3492,76;;143,25
776952;1902;422,6;2830,35;;98,75
776953;1346;320,4;2628,9;;144,7
776954;948;210,6;2116,07;;133,57
776955;1184;422,8;2176,47;;147,79
776956;1966;614,3;2857,55;817,84;100,16
776957;1314;305,5;2105,76;;122,87
776958;1404;412,9;3815,21;;164,21
776959;1322;489,6;2054,18;;132,01
776960;1538;404,7;2540,03;;144,35
776961;1500;600;2757,35;;117,6
776962;948;287,2;2116,07;;195,57
776963;1410;361,5;2670,45;;110,15
776964;1346;585,2;2157,05;;193,26
776965;1272;334,7;2839,28;;98,26
776966;1346;395,8;1773,2;;163,53
776967;1346;299,1;2548,98;;104,26
776968;1816;465,6;2522,22;;115,6
776969;948;296,2;1742,64;;113,73
776970;1004;436,5;2172,94;;142,14
776971;948;379,2;2370;;159,72
776972;1364;487,1;1894,44;;137,23
776973;1116;265,7;2051,47;578,29;138,5
776974;1872;550,5;2543,47;;127,33
776975;1918;685;3522,14;;182,51
776976;1546;406,8;3019,53;578,29;173,17
776977;1538;394,3;3560,18;;163,21
776978;1514;352;2038,85;;204,14
776979;1936;430,2;5176,69;;102,25
776980;1766;535,1;2378,21;;138,9
776981;1246;541,7;1996,79;;194,78
776982;1142;356,8;1551,63;;146,4
776983;980;217,7;2121;;115,07
776984;1346;292,6;3004,46;;182,56
776985;1894;757,6;4099,15;;124,35
776986;1528;565,9;2220,93;;166,31
776987;1184;438,5;1582,95;;148,03
776988;1246;498,4;1811,04;;193,08
776989;1092;341,2;1492,4;;121,96
776990;938;335;1395,83;;148,67
776991;1856;806,9;2974,35;;166,93
776992;1788;397,3;2557,25;;176,52
776993;1004;264,2;2286,88;;147,16
776994;1456;428,2;2713,45;;172,28
776995;1834;407,5;2547,22;;124,84
776996;1404;360;2250;;182,62
776997;1346;292,6;1869,44;;151,62
776998;1988;441,7;2407,68;;189,92
776999;1184;275,3;1947,36;;190,33
777000;1346;292,6;2213,81;;187,07
777001;1434;367,6;3200,89;;112,62
777002;1170;278,5;1924,34;;191,14
777003;1272;397,5;2338,23;;100,55
777004;1192;350,5;2257,57;;180,57
777005;1346;538,4;2002,97;;110,96
777006;1142;407,8;2643,51;;108,05
777007;1528;402,1;3537,03;;116,65
777008;1092;404,4;2527,77;;147,2
777009;1346;299,1;1956,39;;115,55
777010;1410;427,2;3831,52;;149,33
777011;1562;400,5;3380,61;;106,1
777012;990;291,1;2475;;171,64
777013;1538;615,2;2089,67;;165,02
777014;1514;336,4;2057,06;;191,28
777015;1368;297,3;1858,69;;172,66
777016;1972;518,9;3243,42;;201,87
777017;1850;411,1;3400,73;;165,55
777018;1368;325,7;2250;;186,89
777019;1894;591,8;2877,07;;101,46
777020;1676;620,7;2418,22;;162,9
777021;1392;605,2;2071,42;;203,11
777022;1538;549,2;2518,99;;134,13
777023;1170;260;2665;;165,92
777024;1302;333,8;2393,38;;150,15
777025;1538;452,3;2529,6;;142,27
777026;1576;342,6;2525,64;;179,4
777027;1184;514,7;1402,78;;95,78
777028;934;245,7;1590,71;;175,34
777029;1970;469;2931,54;;174,69
777030;1136;252,4;2218,75;;154,38
777031;1246;389,3;2049,34;;175,21
777032;1004;401,6;1403,02;;100,71
777033;1346;313;1839,53;;131,07
777034;1924;427,5;2796,51;;179,96
777035;1612;700,8;2238,88;;95,91
777036;1766;464,7;2566,86;;106,16
777037;1902;452,8;3655,4;;119,44
777038;948;296,2;1295,6;;100,05
777039;1364;317,2;3061,42;;175,45
777040;948;278,8;1288,04;;197,36
777041;948;243;2116,07;;176,21
777042;970;210,8;2635,86;;155,18
777043;948;287,2;1248,88;;191,09
777044;938;335;1254,06;;117,48
777045;1728;384;2327,04;;188,27
777046;1184;348,2;2740,74;;133,62
777047;1514;560,7;2024,15;;102,75
777048;1902;422,6;4755;;130,37
777049;1236;268,6;1664,48;;169,33
777050;1246;541,7;2796,57;;203,9
777051;1434;318,6;2800,78;;125,17
777052;1346;354,2;1828,8;;136,24
777053;980;306,2;2268,51;;154,97
777054;962;246,6;2226,85;;111,86
777055;960;384;1538,46;;135,24
777056;1808;420,4;2456,52;;151,14
777057;948;296,2;1913,55;;103,98
777058;1902;576,3;2584,23;;152,57
777059;1276;303,8;1772,22;;117,87
777060;1538;452,3;2464,74;;132,02
777061;948;338,5;1201,53;;169,11
777062;1346;345,1;3311,16;;159,52
777063;1514;398,4;2490,13;;165,46
777064;1404;312;1907,6;;181,54
777065;1818;790,4;4940,21;;175,04
777066;1902;422,6;4755;;149,88
777067;1404;520;3250;;142,24
777068;1410;361,5;2064,64;;195,58
777069;1370;595,6;2038,69;;137,05
777070;1524;476,2;2801,47;;171,3
777071;1184;358,7;1698,1;;112,28
777072;1346;313;2122,53;;172,59
777073;1170;278,5;1625;501,24;106,27
777074;1538;404,7;3845;;175,79
777075;1086;319,4;1578,48;;104,23
777076;1368;304;2240,56;;131,02
777077;1902;413,4;4678,92;;196,39
777078;1184;473,6;1947,36;;152,25
777079;1164;415,7;3163,04;;153,84
777080;948;351,1;1742,64;;184,32
777081;1364;303,1;3706,52;;96,82
777082;1528;402,1;2119,26;;152,69
777083;1924;565,8;4733,04;;137,09
777084;1966;854,7;5342,39;;136,46
777085;1966;504,1;3100,23;;111,13
777086;1254;278,6;1822,67;;196,19
777087;948;296,2;1845,21;;111,78
777088;1736;642,9;3191,17;;162,7
777089;1410;564;3263,88;;120,11
777090;1014;220,4;2755,43;;118,88
777091;1276;327,1;3736,85;;149,87
777092;1974;616,8;4569,44;;97,1
777093;1774;394,2;2424,46;;164,21
777094;948;210,6;2116,07;;115,04
777095;1184;358,7;2312,5;;143,69
777096;1816;422,3;4136,44;;115,17
777097;948;249,4;1851,56;;162,92
777098;1730;411,9;2329,73;;149,56
777099;948;379,2;1511,81;;119,83
777100;1538;452,3;3003,9;;121,31
777101;1434;311,7;2358,55;;125,17
777102;1768;631,4;4092,59;;114,71
777103;1576;685,2;2188,88;;119,05
777104;1528;391,7;3307,02;;138,16
777105;948;338,5;1410,71;;147,78
777106;1852;402,6;4008,25;;131,24
777107;1316;292,4;2492,42;;102,5
777108;1944;432;4429,54;;136,66
777109;1802;563,1;2600,02;;98,86
777110;1538;404,7;2464,74;;133,35
777111;1766;519,4;2399,45;;105,57
777112;1404;610,4;3250;1280,16;140,49
777113;1552;574,8;2939,1;;194,8
777114;1184;358,7;1947,36;;151,11
777115;1012;259,4;1405,55;;151,47
777116;1246;389,3;2394,65;;130,4
777117;1184;348,2;2242,42;;179,81
777118;1410;335,7;2248,57;;117,31
777119;948;220,4;1913,55;;131,4
777120;1184;473,6;1947,36;;139,03
777121;1346;299,1;3115,74;;131,35
777122;1302;566;1808,33;;131,23
777123;1426;432,1;1980,55;;153,96
777124;948;338,5;1559,21;;188,8
777125;1302;342,6;2393,38;;150,34
777126;1834;407,5;2665,69;;183,44
777127;1508;558,5;2856,06;;188,15
777128;940;204,3;1284,66;;147,39
777129;1512;397,8;2197,67;;151,31
777130;1184;348,2;3217,39;;200,26
777131;924;342,2;1671,35;;123,66
777132;1538;615,2;1822,19;;114
777133;1544;367,6;2064,26;;140,23
777134;1410;327,9;2309,35;;104,26
777135;1836;556,3;4516,56;;118,35
777136;948;243;2159,33;;162,03
777137;1552;485;3464,28;;121,79
777138;1064;236,4;1477,77;;137,11
777139;1730;752,1;2364,33;;167,79
777140;1766;383,9;4087,96;;115,83
777141;948;412,1;1742,64;;151,44
777142;1612;575,7;3907,48;;118,69
777143;1528;332,1;2513,15;;173,29
777144;1684;443,1;3289,06;;137,16
777145;1818;466,1;2525;;164,7
777146;1556;486,2;2206,06;;94,01
777147;1488;437,6;2735,29;;114,47
777148;1748;388,4;4605,6;;119,72
777149;1368;350,7;2192,3;;118,15
777150;1894;420,8;3035,25;;158,61
777151;1514;658,2;2698,48;;104,56
777152;960;342,8;1875;;196,39
777153;1894;557;3478,07;;199,74
777154;948;206;1316,66;;134,05
777155;940;284,8;1265,86;;116,06
777156;1684;443,1;2338,88;;140,66
777157;1514;360,4;2957,03;;123,84
777158;1254;272,6;1741,66;;150,66
777159;1990;442,2;3546,88;;126,29
777160;1182;311;1894,23;;139,5
777161;948;243;1565,63;;190,01
777162;1170;260;1700,58;;130,98
777163;1994;712,1;4833,45;;119,7
777164;1528;545,7;4152,17;;170,07
777165;948;206;1316,66;;113,27
777166;1784;396,4;3378,78;;188,43
777167;1808;475,7;3531,25;;117,38
777168;1902;452,8;5011,35;;180,08
777169;948;278,8;1519,23;;187,48
777170;1380;600;2005,81;;172,38
777171;1410;361,5;2753,9;;145,35
777172;948;225,7;1267,43;;165,67
777173;1902;422,6;4755;;155,42
777174;1768;465,2;2907,89;;171,83
777175;1054;390,3;2554,89;;151,88
777176;1552;456,4;2155,55;;126,23
777177;1872;585;3488,72;;143,14
777178;1338;477,8;3003,06;;118,85
777179;1404;369,4;2250;;193,94
777180;1368;297,3;2590,9;;167,18
777181;1346;420,6;3065,88;;113,84
777182;1918;685;3073,71;;190,01
777183;1170;260;1875;;173,01
777184;948;249,4;1795,27;;99,49
777185;1364;349,7;2009,13;;118,98
777186;948;296,2;1851,56;;112,31
777187;1902;826,9;4177,6;;190
777188;1410;327,9;2319,07;;148,32
777189;1404;369,4;1890,72;;111,19
777190;1684;366;2408,51;;182,31
777191;1370;428,1;3171,29;;115,79
777192;948;338,5;1336,01;;112,1
777193;1674;429,2;2601,13;;111,04
777194;1236;274,6;1679,34;;101,36
777195;1670;371,1;4538,04;;176,06
777196;1426;365,6;3565;800,06;111,07
777197;1174;366,8;3139,17;;126,49
777198;1756;702,4;3856,92;;153,06
777199;948;338,5;1410,71;;199,71
777200;1338;352,1;2191,42;;94,34
777201;1184;303,5;2600,57;;159,7
777202;1552;369,5;2511,78;;178,59
777203;1818;568,1;2484,6;;166,97
777204;948;210,6;2497,77;;111,38
777205;1236;325,2;2694,48;;179,93
777206;1486;530,7;4351,85;;183,65
777207;1404;610,4;3133,92;;97,29
777208;948;243;2332,08;;136,65
777209;1346;299,1;1799,54;;147,34
777210;1866;405,6;2776,78;;114,23
777211;948;210,6;2194,44;593,08;132,17
777212;1894;450,9;2630,55;;185,89
777213;1538;404,7;2219,11;;128,75
777214;1514;658,2;3276,72;;124,78
777215;1004;358,5;1394,44;;119,81
777216;1370;548;2594,69;;112,55
777217;1876;416,8;2434,33;;199,19
777218;1110;264,2;1613,37;;152,34
777219;1184;303,5;2312,5;;118,49
777220;2010;873,9;2832,69;;185,32
777221;1184;263,1;2206,54;;122,91
777222;1184;275,3;1608,69;;149,98
777223;1228;323,1;2325,75;;164,36
777224;948;287,2;2576,08;;159,31
777225;1286;476,2;1913,69;;108,35
777226;1508;603,2;3312,21;;117,06
777227;1272;282,6;3301,14;;107,14
777228;1674;727,8;2433,13;;192,39
777229;1370;351,2;1659,22;740,44;185,67
777230;948;210,6;1511,81;;141,37
777231;948;278,8;1316,66;;154,93
777232;1828;652,8;4080,35;;111,47
777233;948;278,8;1316,66;;195,75
777234;1736;385,7;2372,53;;185,95
777235;948;412,1;1851,56;;116,53
777236;1834;470,2;4177,44;;188,44
777237;1368;547,2;3053,57;;158,68
777238;1410;313,3;2670,45;;185,28
777239;1086;285,7;2513,88;;195,99
777240;1966;595,7;2730,55;;113,38
777241;1098;255,3;2892,99;;108,5
777242;1866;444,2;5384,74;;178,58
777243;948;278,8;1276,64;;99,72
777244;1434;512,1;2800,78;321,67;148,09
777245;1192;264,8;1655,55;;121,7
777246;1410;371;2319,07;321,67;194,13
777247;1538;394,3;2827,2;;165,34
777248;1962;436;5745,85;;125,75
777249;1684;673,6;4210;;157,51
777250;938;223,3;2273,71;;144,25
777251;1862;433;2770,83;;185,1
777252;1276;472,5;3190;;124,86
777253;1184;311,5;2176,47;;116,26
777254;1270;373,5;2405,06;;181,43
777255;1612;575,7;2960,21;;142,77
777256;1346;420,6;2434,67;;95,45
777257;1246;289,7;2433,59;;183,5
777258;1538;341,7;2619,4;;180,1
777259;1966;504,1;4388,39;;141,12
777260;948;412,1;1367,82;;118,35
777261;1944;462,8;2788,1;1628;105,74
777262;1346;345,1;3004,46;;117,85
777263;1368;594,7;1858,69;;115,74
777264;1674;492,3;2274,45;;206,23
777265;1774;394,2;2842,94;;183,73
777266;948;225,7;1316,66;;163,41
777267;1170;260;3082,69;;118,13
777268;1766;464,7;2326,51;;131,13
777269;1410;327,9;2753,9;;145,56
777270;1604;572,8;4358,69;;148,2
777271;1254;278,6;1741,66;;176,82
777272;948;278,8;2194,44;;165,96
777273;956;212,4;1547,21;;143,89
777274;1508;655,6;3770;;103,39
777275;948;243;2576,08;;188,64
777276;1364;426,2;3410;;183,5
777277;1004;239;1459,3;;137,02
777278;960;252,6;1868,57;;139,08
777279;948;220,4;1689,67;;102,16
777280;1508;335,1;2531,85;1078,11;110,4
777281;1170;300;2085,35;;107,73
777282;1514;658,2;3785;1078,11;170,15
777283;1346;498,5;3115,74;;166,34
777284;1012;316,2;1976,56;;198,3
777285;1092;321,1;2967,39;;97,77
777286;1538;404,7;2136,11;;203,56
777287;948;379,2;1795,45;;135,91
777288;948;220,4;2297,95;;151,59
777289;1170;508,6;2708,33;;198,09
777290;1346;345,1;1630,15;;167,88
777291;1242;365,2;1504,2;;139,22
777292;1918;446;2663,88;;108,9
777293;1576;492,5;2592,1;;103,07
777294;948;351,1;1511,81;;166,07
777295;948;210,6;1742,64;;167,09
777296;1310;524;3559,78;;101,92
777297;1402;412,3;2305,92;;187,15
777298;1392;309,3;2230,76;;185,71
777299;1894;485,6;2752,9;;178,84
777300;1486;391;2814,39;;174,21
777301;1454;346,1;2839,84;;97,19
777302;1302;302,7;2355,08;;199,02
777303;1338;297,3;2613,28;;147,14
777304;1434;623,4;1991,66;;146,15
777305;1182;472,8;1580,28;;103,04
777306;940;348,1;1344,41;;131,31
777307;1538;334,3;2389,81;;116,9
777308;1528;477,5;2448,71;;157,05
777309;1538;466;2912,87;;161,36
777310;1004;257,4;1394,44;;138,56
777311;948;278,8;2116,07;493,78;125,55
777312;1184;311,5;2174,25;;126,3
777313;1346;585,2;2399,04;;133,04
777314;1346;299,1;2157,05;;174,79
777315;960;228,5;2142,85;;190,63
777316;1286;514,4;1747,28;493,78;197,31
777317;1170;272;2215,68;;109,34
777318;1116;242,6;1610,22;;134,94
777319;1246;319,4;2433,59;;140,27
777320;1604;356,4;4226,19;;172,97
777321;1106;480,8;2160,15;;132,72
777322;1538;466;2056,23;;159,74
777323;1184;311,5;2206,54;;125,52
